path,pitch,bpm,onset,sample_rate,duration,channels,fname,song_name,inst,label_count
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][cla]1954__1.wav,6.433132607504913,60.09265988372093,0.034829931972789115,44100,2.9999773242630385,2,[tru][cla]1954__1,[tru][cla]1954,tru,1
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][jaz_blu]1884__1.wav,6.438409391860224,191.40625,0.034829931972789115,44100,2.9999773242630385,2,[tru][jaz_blu]1884__1,[tru][jaz_blu]1884,tru,1
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][pop_roc]2040__2.wav,4.263928649380624,147.65625,0.034829931972789115,44100,2.9999773242630385,2,[tru][pop_roc]2040__2,[tru][pop_roc]2040,tru,1
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][cla]2014__2.wav,6.170455957076366,105.46875,0.034829931972789115,44100,2.9999773242630385,2,[tru][cla]2014__2,[tru][cla]2014,tru,1
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][pop_roc]2066__1.wav,4.571693826967006,77.1338619402985,0.034829931972789115,44100,2.9999773242630385,2,[tru][pop_roc]2066__1,[tru][pop_roc]2066,tru,1
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][cla]2051__2.wav,5.8972674817937065,184.5703125,0.058049886621315196,44100,2.9999773242630385,2,[tru][cla]2051__2,[tru][cla]2051,tru,1
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][jaz_blu]2031__1.wav,5.723180066848045,83.35433467741936,0.06965986394557823,44100,2.9999773242630385,2,[tru][jaz_blu]2031__1,[tru][jaz_blu]2031,tru,1
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][jaz_blu]1875__2.wav,4.212459668083096,109.95678191489361,0.034829931972789115,44100,2.9999773242630385,2,[tru][jaz_blu]1875__2,[tru][jaz_blu]1875,tru,1
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][jaz_blu]1974__3.wav,5.615243869721959,135.99917763157896,0.034829931972789115,44100,2.9999773242630385,2,[tru][jaz_blu]1974__3,[tru][jaz_blu]1974,tru,1
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][jaz_blu]1891__1.wav,4.650054572437261,129.19921875,0.034829931972789115,44100,2.9999773242630385,2,[tru][jaz_blu]1891__1,[tru][jaz_blu]1891,tru,1
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][jaz_blu]2030__1.wav,5.137149001258165,114.84375,0.034829931972789115,44100,2.9999773242630385,2,[tru][jaz_blu]2030__1,[tru][jaz_blu]2030,tru,1
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][jaz_blu]2020__3.wav,6.193473777904609,39.75360576923077,0.034829931972789115,44100,2.9999773242630385,2,[tru][jaz_blu]2020__3,[tru][jaz_blu]2020,tru,1
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][jaz_blu]2025__2.wav,5.7174813124176795,129.19921875,0.034829931972789115,44100,2.9999773242630385,2,[tru][jaz_blu]2025__2,[tru][jaz_blu]2025,tru,1
/nfs/home/8548f215c44990b1/lumen-irmas/data/raw/IRMAS-TrainingData/tru/[tru][cla]1904__3.wav,4.415662481228615,156.60511363636363,0.034829931972789115,44100,2.9999773242630385,2,[tru][cla]1904__3,[tru][cla]1904,tru,1
